40;;;90;;;140;;;190;;;240;;;290;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
t (s);V (mV);;t (s);V (mV);;t (s);V (mV);;t (s);V (mV);;t (s);V (mV);;t (s);V (mV)
;;;151;4.9981;;;;;150.83;6.8294;;150.946;7.8285;;151.184;9.7131
;;;152;4.9803;;;;;151.83;6.8216;;151.947;7.8212;;152.183;9.7068
;;;153.005;4.9673;;;;;152.83;6.8141;;152.946;7.8154;;153.184;9.7014
;;;154;4.9602;;;;;153.829;6.806;;153.946;7.8084;;154.183;9.6946
;;;155;4.9523;;;;;154.83;6.799;;154.947;7.8004;;155.184;9.6879
;;;156.001;4.9477;;;;;155.83;6.791;;155.946;7.794;;156.183;9.6778
;;;157.001;4.9364;;;;;156.83;6.783;;156.946;7.7869;;157.184;9.6724
;;;158;4.9188;;;;;157.829;6.7767;;157.947;7.7809;;158.184;9.6674
;;;159.005;4.8907;;;;;158.83;6.7684;;158.947;7.7744;;159.184;9.6609
;;;160;4.8823;;;;;159.829;6.7606;;159.946;7.7664;;160.183;9.6548
;;;161;4.8735;;;;;160.829;6.7533;;160.946;7.7588;;161.184;9.6481
;;;162;4.8625;;;;;161.83;6.7451;;161.947;7.7521;;162.184;9.6414
;;;163.001;4.8617;;;;;162.829;6.7372;;162.947;7.7455;;163.183;9.6348
;;;164.001;4.8384;;;;;163.83;6.73;;163.947;7.7379;;164.184;9.6286
;;;165.005;4.821;;;;;164.83;6.7219;;164.947;7.7299;;165.184;9.6222
;;;166;4.8191;;;;;165.829;6.7147;;165.947;7.7241;;166.184;9.6156
;;;167;4.8062;;;;;166.83;6.7074;;166.947;7.7173;;167.184;9.608
;;;168.001;4.7925;;;;;167.831;6.6997;;167.946;7.7098;;168.184;9.6013
;;;169.001;4.7934;;;;;168.83;6.693;;168.947;7.7026;;169.184;9.5954
;;;170;4.7821;;;;;169.829;6.6853;;169.947;7.6955;;170.184;9.5884
;;;171.001;4.7674;;;;;170.83;6.6782;;170.946;7.688;;171.184;9.5815
;;;172;4.7493;;;;;171.829;6.6712;;171.947;7.6808;;172.184;9.5734
;;;173;4.7276;;;;;172.83;6.6631;;172.946;7.6744;;173.184;9.5667
;;;174.001;4.7251;;;;;173.83;6.6555;;173.947;7.667;;174.184;9.5613
;;;175.001;4.7192;;;;;174.829;6.6489;;174.946;7.6583;;175.184;9.5552
;;;176;4.7077;;;;;175.83;6.6402;;175.947;7.6528;;176.183;9.549
;;;177.001;4.6815;;;;;176.83;6.6341;;176.946;7.6446;;177.184;9.5429
;;;178;4.6716;;;;;177.829;6.6277;;177.947;7.638;;178.184;9.5375
;;;179.001;4.6612;;;;;178.83;6.6188;;178.946;7.6298;;179.183;9.5317
;;;180;4.6554;;;;;179.83;6.6121;;179.947;7.6232;;180.183;9.5252
;;;181.001;4.639;;;;;180.829;6.605;;180.947;7.6163;;181.184;9.5196
;;;182;4.635;;;;;181.83;6.5971;;181.947;7.6083;;182.183;9.5133
;;;183.005;4.6185;;;;;182.829;6.5903;;182.947;7.6019;;183.184;9.4996
;;;184;4.6033;;;;;183.83;6.5828;;183.946;7.5949;;184.183;9.4948
;;;185.001;4.5944;;;;;184.83;6.5755;;184.946;7.5876;;185.184;9.4933
;;;186.001;4.5881;;;;;185.829;6.5686;;185.947;7.5795;;186.184;9.4867
;;;187;4.5752;;;;;186.83;6.5607;;186.947;7.5726;;187.183;9.4814
;;;188;4.5702;;;;;187.829;6.5535;;187.947;7.5654;;188.184;9.4763
;;;189.001;4.5585;;;;;188.829;6.546;;188.946;7.5582;;189.184;9.4697
;;;190;4.5461;;;;;189.829;6.5386;;189.946;7.5505;;190.183;9.4632
;;;191;4.5299;;;;;190.83;6.5308;;190.947;7.5438;;191.184;9.4559
;;;192;4.5369;;;;;191.83;6.5239;;191.947;7.5366;;192.184;9.4493
;;;193.001;4.5251;;;;;192.829;6.5166;;192.946;7.5292;;193.184;9.4429
;;;194.001;4.4963;;;;;193.829;6.5098;;193.946;7.5214;;194.184;9.4366
;;;195;4.4762;;;;;194.83;6.5026;;194.947;7.5159;;195.184;9.4307
;;;196;4.4769;;;;;195.83;6.4948;;195.946;7.5079;;196.184;9.4233
;;;197;4.4606;;;;;196.829;6.4888;;196.947;7.5011;;197.183;9.4175
;;;198;4.4481;;;;;197.829;6.481;;197.947;7.4947;;198.184;9.41
;;;199;4.4347;;;;;198.829;6.4739;;198.946;7.4877;;199.184;9.4036
;;;200.001;4.4324;;;;;199.83;6.4679;;199.946;7.4807;;200.185;9.3967
;;;201;4.4111;;;;;200.829;6.4615;;200.946;7.4735;;201.184;9.3897
;;;202;4.417;;;;;201.83;6.4537;;201.951;7.4669;;202.183;9.3847
;;;203;4.3985;;;;;202.829;6.4459;;202.947;7.4597;;203.183;9.3783
;;;204;4.396;;;;;203.829;6.4407;;203.946;7.4537;;204.183;9.3712
;;;205;4.3901;;;;;204.829;6.433;;204.947;7.4469;;205.184;9.3646
;;;206;4.3806;;;;;205.83;6.4261;;205.947;7.4391;;206.183;9.3584
;;;207.006;4.3658;;;;;206.83;6.4193;;206.946;7.4316;;207.184;9.3518
;;;208;4.3578;;;;;207.83;6.4119;;207.946;7.4235;;208.184;9.3445
;;;209;4.3448;;;;;208.829;6.4051;;208.947;7.4175;;209.183;9.3382
;;;210;4.3293;;;;;209.829;6.3966;;209.947;7.4112;;210.184;9.3316
;;;211.001;4.3177;;;;;210.829;6.3906;;210.946;7.4034;;211.184;9.3252
;;;212.001;4.306;;;;;211.829;6.3839;;211.946;7.3972;;212.183;9.319
;;;213.006;4.2867;;;;;212.829;6.3754;;212.947;7.3902;;213.183;9.3115
;;;214.001;4.2854;;;;;213.829;6.3703;;213.948;7.3825;;214.184;9.3047
;;;215.001;4.2804;;;;;214.829;6.3629;;214.947;7.3752;;215.183;9.2979
;;;216;4.2701;;;;;215.829;6.356;;215.946;7.3682;;216.183;9.2918
;;;217;4.255;;;;;216.829;6.3488;;216.946;7.3616;;217.184;9.2843
;;;218.001;4.245;;;;;217.829;6.3424;;217.947;7.3542;;218.183;9.2785
;;;219.001;4.2354;;;;;218.83;6.3347;;218.946;7.3459;;219.183;9.2706
;;;220.001;4.2259;;;;;219.83;6.3286;;219.947;7.3396;;220.183;9.2639
;;;221;4.218;;;;;220.83;6.3219;;220.947;7.3326;;221.184;9.2568
;;;222;4.2012;;;;;221.829;6.3157;;221.947;7.3258;;222.184;9.2491
;;;223;4.1964;;;;;222.829;6.3081;;222.946;7.3183;;223.183;9.2436
;;;224;4.1851;;;;;223.829;6.3017;;223.947;7.3115;;224.183;9.2363
