Time,Object Name,Status,Value,Units,Alert ID,Priority
15.02.2024 9:31:55,TIC Turbo Power,,8.2,,0,0
15.02.2024 9:31:55,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:31:55,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:31:55,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:31:57,TIC Turbo Speed,,1.6,,0,0
15.02.2024 9:31:57,TIC Turbo Power,,6.8,,0,0
15.02.2024 9:31:57,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:31:57,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:31:57,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:31:59,TIC Turbo Speed,,1.6,,0,0
15.02.2024 9:31:59,TIC Turbo Power,,6.1,,0,0
15.02.2024 9:31:59,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:31:59,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:31:59,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:32:01,TIC Turbo Speed,,1.6,,0,0
15.02.2024 9:32:01,TIC Turbo Power,,8.2,,0,0
15.02.2024 9:32:01,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:32:01,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:32:01,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:32:03,TIC Turbo Speed,,1.6,,0,0
15.02.2024 9:32:03,TIC Turbo Power,,6.1,,0,0
15.02.2024 9:32:03,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:32:03,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:32:04,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:32:05,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:32:05,TIC Turbo Speed,,1.6,,0,0
15.02.2024 9:32:05,TIC Turbo Power,,8.0,,0,0
15.02.2024 9:32:05,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:32:05,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:32:07,TIC Turbo Speed,,1.6,,0,0
15.02.2024 9:32:07,TIC Turbo Power,,7.0,,0,0
15.02.2024 9:32:08,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:32:08,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:32:08,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:32:09,TIC Turbo Speed,,1.6,,0,0
15.02.2024 9:32:09,TIC Turbo Power,,7.0,,0,0
15.02.2024 9:32:10,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:32:10,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:32:10,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:32:12,TIC Turbo Speed,,1.6,,0,0
15.02.2024 9:32:12,TIC Turbo Power,,8.0,,0,0
15.02.2024 9:32:12,TIC Gauge 1,11,1.0000e+05,59,0,0
15.02.2024 9:32:12,TIC Gauge 2,5,9.9000e+09,59,0,0
15.02.2024 9:32:12,TIC Gauge 3,5,9.9000e+09,59,0,0
15.02.2024 9:32:14,TIC Gauge 1,11,1.0000e+05,59,0,0
